CUSTOMER NAME,COUNTRY OF RISK,GICS_NAME_P
S12 s.r.o.,SK,FINANCIALS
KULINDOROVSKYI KKHP,UA,CONSUMER STAPLES
DOBROGEA GRUP SA CTA,RO,NOT RELEVANT
UK NEDVIZHIMOST OOO,RU,NOT RELEVANT
NONCORE A S,CZ,FINANCIALS
MURUS Mélyépítõ és Közmû-kivitelezé,HU,NOT RELEVANT
AM INVEST GROUP SH.P.K,XK,COMMUNICATIONS
Autó-Kanizsa Kereskedelmi és Szolgá,HU,CONSUMER DISCRETIONARY
GROUP Polimerprom,RU,MATERIALS
WALDI Kereskedelmi és Szolgáltató K,HU,NOT RELEVANT
OOO OBHEDINENNYE KONDITERY,RU,CONSUMER STAPLES
NK MASTER-NEFT OOO,RU,ENERGY
GROUP Melitopolska Chereshnia,UA,CONSUMER STAPLES
CARIERA MICAUTI SA,MD,MATERIALS
AGRIFOGLIO S.R.L.,IT,REAL ESTATE
MECHEL CASA DE COMERT SRL,RO,NOT RELEVANT
POLET GDD,BA,REAL ESTATE
AGROSEMINVEST SRL,MD,CONSUMER STAPLES
Koninklijke Ten Cate B.V.,NL,INDUSTRIALS
POPOV ALEKSANDR NIKOLAEVICH,RU,ENERGY
KOVCHEG Ltd.,UA,REAL ESTATE
iCon,RU,COMMUNICATIONS
TOV Vinakold,UA,NOT RELEVANT
"HA.EM OSTRAVA, s.r.o.",CZ,MATERIALS
"OKTAN, a.s.",SK,ENERGY
NORMA,UA,NOT RELEVANT
KOLBIS NS DOO,CS,CONSUMER STAPLES
NUOVA KIWI SRL,IT,NOT RELEVANT
MODEPACK D.O.O.,HR,MATERIALS
GROUP ALKALOID,MK,HEALTH CARE
SPV ENERGO PRO TURKEY AKVI HPP,TR,UTILITIES
GROUP DELO,RU,NOT RELEVANT
"""SZAL-TÓ"" Kereskedelmi Kft.",HU,CONSUMER STAPLES
OSECKA ZEMEDELSKA A OBCHODNI SPOLEC,CZ,CONSUMER STAPLES
WEST GROOUP DOO CAZIN,BA,FINANCIALS
Szilvás u. 17. Társasház,HU,FINANCIALS
"Szombathely, Gagarin u. 20. Társash",HU,REAL ESTATE
"MESIT stredni skola, o.p.s.",CZ,CONSUMER DISCRETIONARY
TRGO AS DOO MOSTAR,BA,ENERGY
BERINGPROMUGOL LLC,RU,MATERIALS
"TOV ""VVT Grup""",UA,CONSUMER STAPLES
"TOV ""Hradiient Ukraina""",UA,CONSUMER DISCRETIONARY
SIG Combibloc Services AG,CH,NOT RELEVANT
"AUTOTEST BRATISLAVA, s.r.o.",SK,NOT RELEVANT
Golobicsné Nagy Andrea,HU,NOT RELEVANT
"""Amerikai út 96"" Ingatlanforgalmazó",HU,NOT RELEVANT
Debreceni Regionális és Innovációs,HU,NOT RELEVANT
LIORET ROUMANIE,RO,NOT RELEVANT
Weitnauer Distribution Ltd.,CH,CONSUMER DISCRETIONARY
GASTRO - MENU EXPRESS A.S.,CZ,CONSUMER STAPLES
NOVI PAZAR-PUT,RS,INDUSTRIALS
Group Puma Energy,SG,ENERGY
"LUTRANS - REAL, spol. s r. o.",SK,MATERIALS
POFIX SH.P.K.,XK,MATERIALS
CEZ DISTRIBUCE A S,CZ,UTILITIES
Fresenius ProServe GmbH,DE,NOT RELEVANT
Euro-Logistic 2003 Szolgáltató és K,HU,NOT RELEVANT
Alba Molaris Élelmiszeripari és Ker,HU,CONSUMER STAPLES
DALIAN BONDED AREA JINNENG TRADING,CN,ENERGY
RRC Poland Sp.z.o.o.,PL,INFORMATION TECHNOLOGY
WOODCOTE GROUP A S,CZ,MATERIALS
PX7 Társasház,HU,REAL ESTATE
"PP ""Medobory"" FARM",UA,CONSUMER STAPLES
TEKO MINING CERAMIDE DOO,AT,MATERIALS
STAVROPOLSKAYA VODNO-PIVNAYA KOMP,RU,CONSUMER STAPLES
Origo Étterem Vendéglátó Korlátolt,HU,CONSUMER DISCRETIONARY
GROUP H & B HOLDING,AT,INDUSTRIALS
BOYS & GIRLS FASHION,RO,CONSUMER DISCRETIONARY
PUMA ENERGY SUPPLY & TRADING,SG,ENERGY
GEOKONTROL',RU,ENERGY
PSO ALTAY OOO,RU,INDUSTRIALS
"CompanyLease, s. r. o.",SK,INDUSTRIALS
SUBGROUP IKEA,RU,NOT RELEVANT
Büroprofi Skribo GmbH,AT,NOT RELEVANT
SHAMSA-MARKET OOO,RU,CONSUMER STAPLES
PAT Yantsivskyi hranitnyi karyer,UA,MATERIALS
Radio Krone Hit Holding GmbH & Co.,AT,NOT RELEVANT
BURGEOKOM OOO,RU,INDUSTRIALS
EVORA CENTER SRL,RO,CONSUMER DISCRETIONARY
"SLAVIA CAPITAL, a.s.",SK,NOT RELEVANT
"Lizak Peter, JUDr.",SK,NOT RELEVANT
DOO FARM COMMERC CANTAVIR,RS,NOT RELEVANT
OOO LAINER,RU,ENERGY
OPTIMAL OOO,RU,CONSUMER STAPLES
Vita (Lux III) S.a.r.l.,LU,MATERIALS
"Fabricky Jan, Ing.",SK,NOT RELEVANT
Caterpillar Materiels Routiers - te,FR,INDUSTRIALS
VES SA,RO,CONSUMER DISCRETIONARY
TBG PANNONBETON Betongyártó Korláto,HU,NOT RELEVANT
VTG AG,DE,INDUSTRIALS
"TOV ""Hravita-S""",UA,CONSUMER STAPLES
F S ZENICABUS ZENICA,BA,INDUSTRIALS
MOLOT JSC,RU,INDUSTRIALS
ARCELORMITTAL POLAND S.A.,PL,MATERIALS
DZ-Ingatlan Szolgáltató Kft.,HU,NOT RELEVANT
VERIVAN s.r.o.,SK,NOT RELEVANT
PUSHKIN OOO,RU,NOT RELEVANT
ASPEK-CENTER OOO,RU,NOT RELEVANT
SARYLAKH-SURMA OJSC,AM,MATERIALS
LYNX LABEL LLC,RU,MATERIALS
BEIERSDORF,UA,CONSUMER STAPLES
"TOV ""Starokostiantynivskyi",UA,CONSUMER STAPLES
NAUTIKA VELI RAT D.O.O.,HR,CONSUMER DISCRETIONARY
ALUMINIJ DD MOSTAR,BA,MATERIALS
STREDOCESKE OBALOVNY A S,CZ,INDUSTRIALS
SANISERVICE SHPK,AL,HEALTH CARE
OOO MTO ALYANS,RU,INDUSTRIALS
FOP HYMON ROSTYSLAV IHOROVYCH,UA,INFORMATION TECHNOLOGY
FL WOOD DOO FOCA,BA,MATERIALS
Weiss GmbH,AT,MATERIALS
GROUP SOLOMENSKII LESOZAVOD,RU,MATERIALS
IEN SIZKOVA LARISA NIKOLAEVNA,RU,CONSUMER STAPLES
Nevada-Arcade Szerencsejáték Szerve,HU,CONSUMER DISCRETIONARY
Danfoss AS,DK,INDUSTRIALS
ALBUS AD NOVI SAD,RS,NOT RELEVANT
SUBGROUP DOOSAN ENERBILITY CONSOLID,KR,INDUSTRIALS
PROFIL PLUS D.O.O. ZA TRGOVINU,HR,NOT RELEVANT
Urbán Zsombor György egyéni vállalk,HU,NOT RELEVANT
J.M. POLJAK D.O.O.,HR,NOT RELEVANT
TIHANYI TAMÁS,HU,NOT RELEVANT
LINIGRA PRIV.SKOLA S PRAVOM JAVNOST,HR,NOT RELEVANT
CONTRADA D.O.O.,HR,INDUSTRIALS
"SDP ""Kremen"", s.r.o.",SK,CONSUMER STAPLES
GRAMOZ D.O.O.,SI,MATERIALS
CN ACN SA,RO,INDUSTRIALS
DZANANOVIC PETROL DOO GRACANICA,BA,CONSUMER DISCRETIONARY
ASCENDUM D.O.O.,HR,INDUSTRIALS
MEKHANIZIROVANNAYA KOLONNA 24 OOO,RU,UTILITIES
Conebase s.r.o.,SK,INDUSTRIALS
VELICKI KAMEN D.O.O.,HR,MATERIALS
Senafin Capital Management GmbH,AT,INDUSTRIALS
SILVER SLOT 5000 Pénznyerõ Automatá,HU,CONSUMER DISCRETIONARY
PROGRESS LTD OOO,RU,MATERIALS
VERDA SEVERO-ZAPAD OOO,RU,CONSUMER DISCRETIONARY
EE Pension Scheme,GB,COMMUNICATIONS
Winterfell Financing S.à.r.l.,DK,INDUSTRIALS
Társasház I. Ág U 4,HU,REAL ESTATE
INTREPRINDERE MONTAJ INSTALATI,RO,INDUSTRIALS
Panzani SAS,FR,CONSUMER STAPLES
SUBGROUP CGE CONSOLIDATED,CZ,CONSUMER DISCRETIONARY
Jindal Steel & Power Limited,IN,MATERIALS
UNIVOLT- Slovakia s.r.o.,SK,MATERIALS
DME AIRPORT LIMITED,RU,INDUSTRIALS
GROUP INKOR,RU,MATERIALS
P.Badertcher AG,CH,CONSUMER DISCRETIONARY
INSIG2 D.O.O.,HR,INFORMATION TECHNOLOGY
INTERKROSS AO,RU,COMMUNICATIONS
"KOVACS Kft. ""f.a.""",HU,NOT RELEVANT
ABO MIX Takarmányipari Zrt.,HU,NOT RELEVANT
RABMER KONSTRUKCIJE D.O.O. U LIKVID,HR,INDUSTRIALS
TOV Shpola-Ahro Industri,UA,CONSUMER STAPLES
Quester Baustoffhandel GmbH,AT,CONSUMER DISCRETIONARY
Ovako Imatra Oy Ab,FI,MATERIALS
ANGARSK PETROCHEMICAL COMPANY JSC,RU,ENERGY
PEPCO D.O.O.,RS,CONSUMER DISCRETIONARY
ICC LLC,RU,ENERGY
Uralbumaga Ltd.,RU,NOT RELEVANT
IVANCICA D.D.,HR,CONSUMER DISCRETIONARY
SUBGROUP Sava Tomsk,RU,CONSUMER STAPLES
CAR ZONE s.r.o.,SK,CONSUMER DISCRETIONARY
ACCENTURE SERVICES DOO,RS,INDUSTRIALS
BUSINESS COMPANY BUDAPESTI ENERGIAK,HU,NOT RELEVANT
YAROSLAVSKAYA LAKOKRASOCHNAYA KOM,RU,MATERIALS
Subgroup Alro,RO,MATERIALS
GROUP Globalstroy-Engineering,RU,ENERGY
Cimbria A/S,DK,INDUSTRIALS
"TOV ""Nika Treid Servis""",UA,MATERIALS
CHOO STAF OOO,RU,INDUSTRIALS
"TOV ""Kolos""",UA,CONSUMER DISCRETIONARY
NORTH STAR SHIPPING SRL,RO,INDUSTRIALS
USCE  JKP DOO FOCA USTIKOLINA,BA,UTILITIES
Forward EL LLC,RU,INDUSTRIALS
OOO KOMPANIYA STAVILON,RU,CONSUMER DISCRETIONARY
TD MILK KASKAD OOO,RU,CONSUMER STAPLES
Industrie-Logistik-Linz GmbH,AT,INDUSTRIALS
Hans Drascher Gesellschaft m.b.H.,AT,INDUSTRIALS
RIEKER OST OOO,RU,CONSUMER DISCRETIONARY
TEXIMP SA DOO ZENICA,BA,INDUSTRIALS
GROUP NORILSKII NICKEL,RU,MATERIALS
IGRO S R O,CZ,INDUSTRIALS
Százhalom Gyógyszertár Kft.,HU,CONSUMER STAPLES
UESK AO,RU,INDUSTRIALS
SUBGROUP Lemtrans,UA,INDUSTRIALS
DEKRA Austria GmbH,AT,INDUSTRIALS
Aspöck Systems GmbH,AT,CONSUMER DISCRETIONARY
Schnellecke Logistics Hungary Korlá,HU,CONSUMER DISCRETIONARY
URALSTROIMONTAZH OOO,RU,INDUSTRIALS
Subgroup Hydro,NO,MATERIALS
AGEL Mammacentrum sv. Agaty a. s.,SK,HEALTH CARE
GROUP Samara Cable Company,RU,INDUSTRIALS
ROMLAND TRANSILVANIA SRL,RO,CONSUMER STAPLES
dr. Tornyosi Zsombor,HU,NOT RELEVANT
LINERA Mérnöki Iroda Kft.,HU,INDUSTRIALS
H and N Trade LLC,RU,CONSUMER STAPLES
NOPROSU s.r.o.,CZ,INDUSTRIALS
TECHNONICOL ITALIA S.R.L.,IT,INDUSTRIALS
JGV ROCRISS,RO,NOT RELEVANT
"TOV ""ALPINA-PIVDEN""",UA,CONSUMER STAPLES
Lasenor Rusia LLC,RU,CONSUMER STAPLES
Group Bravo,AT,MATERIALS
VETRO DESIGN SRL,RO,CONSUMER DISCRETIONARY
Pappas Tirol GmbH,AT,CONSUMER DISCRETIONARY
ELECTRO-CORD KFT,HU,INDUSTRIALS
ACP IT Solutions GmbH,AT,INFORMATION TECHNOLOGY
KONDITERSKAYA FABRIKA SLAVYANKA A,RU,CONSUMER STAPLES
YMPROVED MANAGEMENT SOLUTIONS SRL,RO,INDUSTRIALS
GROUP Gerrom Invest-Ukraina,UA,CONSUMER STAPLES
Glechner GmbH,AT,CONSUMER DISCRETIONARY
LesTrans Ltd,RU,CONSUMER DISCRETIONARY
AMG Lithium GmbH,DE,MATERIALS
MAKFA JSC,RU,CONSUMER STAPLES
BOMARK POLJOPAK D.O.O.,HR,MATERIALS
SLOVENERGO spol. s r.o.,SK,ENERGY
TORGOVIY DOM ADL OOO,RU,INDUSTRIALS
Top Media Verlagsservice Gesellscha,AT,COMMUNICATIONS
The Electricity Authority of Cyprus,CY,UTILITIES
VOGUE CORPORATION LIMITED,GB,CONSUMER DISCRETIONARY
JSC CV PROTEK,RU,HEALTH CARE
Carlsberg Breweries A/S,DK,CONSUMER STAPLES
PD Orechova Poton,SK,CONSUMER STAPLES
SUBGROUP PERVAN,HR,REAL ESTATE
Griffsoft Informatikai Zrt,HU,INFORMATION TECHNOLOGY
SORIA Invest a. s.,SK,CONSUMER DISCRETIONARY
MRAZ PETR,CZ,NOT RELEVANT
ISOLITE GMBH,DE,CONSUMER DISCRETIONARY
"TOV ""Mamont-Ahro""",UA,INDUSTRIALS
"TOV 'POLISSYAAGROKORM""",UA,CONSUMER STAPLES
MOL Group Finance Zrt.,HU,ENERGY
GROUP TOKIC,HR,CONSUMER DISCRETIONARY
P.P.H.U. A-LIMA-BIS Sp. z o.o.,PL,INDUSTRIALS
Káposztásmegyer Futball Club Sporte,HU,NOT RELEVANT
SV Brichtova 820-821 Praha 5,CZ,REAL ESTATE
SV Schweitzerova 381-382,CZ,REAL ESTATE
"Tomasek Michal, Ing.",SK,INDUSTRIALS
Litke Trans Korlátolt Felelõsségû T,HU,INDUSTRIALS
B-Transport GmbH,AT,INDUSTRIALS
SALUBRIS GILORT,RO,INDUSTRIALS
ATTORNEYS ORGANIZATION BAKER MCKENZ,UA,INDUSTRIALS
SHEPHERD-FLEET Autóparkkezelõ Kft.,HU,FINANCIALS
Group Domoferm,AT,INDUSTRIALS
MADER S R O,CZ,CONSUMER DISCRETIONARY
"TOV ""Polissya-sil'gosp-agro""",UA,CONSUMER STAPLES
RAIFFEISEN INVESTMENT AG PREDSTAVNI,AT,INDUSTRIALS
DXC Sinope Holding B.V.,NL,INFORMATION TECHNOLOGY
"SVJ Zborovska 19/814, Praha 5",CZ,REAL ESTATE
"Kazincbarcika, Paál László 2-4 úti",HU,REAL ESTATE
BJELIN OTOK D.O.O.,HR,MATERIALS
Acciona Financiacion Filiales,ES,INDUSTRIALS
Accace k. s.,SK,INDUSTRIALS
GRAF CARELLO GMBH,AT,CONSUMER DISCRETIONARY
Pepco Group N.V.,GB,CONSUMER DISCRETIONARY
DJAK DOO BIJELJINA,BA,CONSUMER DISCRETIONARY
TECOSIM ENGINEERING SRL,RO,INDUSTRIALS
LD AUTO DOO BIJELJINA,BA,CONSUMER DISCRETIONARY
GK TSS,RU,INDUSTRIALS
PAO ROSSETI VOLGA,RU,UTILITIES
TERMOVENT DOO UZICE,RS,INDUSTRIALS
"SV Maroldova 1201, Uvaly",CZ,REAL ESTATE
"STOV ""HORODYSHCHE""",UA,CONSUMER STAPLES
SKODA AUTO Deutschland GmbH,DE,CONSUMER DISCRETIONARY
Lider-Pack Khran,RU,MATERIALS
"VODOVOD OPUZEN, D.O.O.",HR,UTILITIES
Blachotrapez spol. s r.o.,CZ,MATERIALS
K&K Pharmacy V. s. r. o.,SK,NOT RELEVANT
Advanta-M Ltd.,RU,INDUSTRIALS
Robert Gasparik - masovyroba s.r.o.,SK,CONSUMER STAPLES
DEMOS SPOL S R O,CZ,UTILITIES
DOMUS PLUS D.O.O.,HR,INDUSTRIALS
EMPORIO COM SRL,RO,CONSUMER DISCRETIONARY
"TOV ""Maltiyrop Yukrein""",UA,CONSUMER STAPLES
ALL - IN invest s.r.o.,SK,HEALTH CARE
Polyplast North-west Ltd,RU,MATERIALS
"Hudak Stanislav, Ing.",SK,INDUSTRIALS
GROUP Zip,UA,MATERIALS
Cinre property s.r.o.,SK,HEALTH CARE
Lantos Termelõ és Kereskedelmi Kft.,HU,CONSUMER STAPLES
"Semecs, s.r.o.",NL,INFORMATION TECHNOLOGY
RENOMIA NETWORK S R O,CZ,FINANCIALS
BELFRY HOLDING GMBH,AT,INDUSTRIALS
Schur Flexibles Vacufol GmbH,DE,MATERIALS
Group DMK,DE,CONSUMER STAPLES
"TOV ""Fr Uktus Nobilis""",UA,CONSUMER STAPLES
HNIDEK TRANSPORT A S,CZ,INDUSTRIALS
AO BOGAEVSKI KARER,RU,MATERIALS
SPETSTRANSPROEKT OOO,RU,INDUSTRIALS
ZITNI TERMINAL D.O.O.,HR,CONSUMER STAPLES
REZIDENCE ZÁMECKÁ SOKOLOV S.R.O.,CZ,REAL ESTATE
SUBGROUP SINARATM,RU,INDUSTRIALS
M-U-T Maschinen - Umwelttechnik - T,AT,INDUSTRIALS
EuroArmatúry s.r.o.,SK,INDUSTRIALS
SINERGIYA OOO,RU,INDUSTRIALS
Doppelmayr Transport Technology Gmb,AT,INDUSTRIALS
SALVELINUS Handels- und Beteiligung,AT,CONSUMER STAPLES
"PP KOMPANIIA ""NIKA PALLANT""",UA,CONSUMER STAPLES
LLC PROIZVODSTVENNAYA COMPANIYA F,RU,CONSUMER DISCRETIONARY
Starzinger GmbH & Co KG,AT,CONSUMER STAPLES
BAMPI S P A,IT,CONSUMER DISCRETIONARY
KÉT-KALMÁR ABC KFT.,HU,NOT RELEVANT
Centrál Ingatlan Kft,HU,NOT RELEVANT
DYWIDAG Prefa Lysá nad Labem a.s.,NL,NOT RELEVANT
EMO Trading Kereskedelmi és Szolgál,HU,NOT RELEVANT
Naftogaz Slovakia s. r. o.,SK,UTILITIES
SERO GMBH,DE,INDUSTRIALS
Steiner Hotelbetriebe GmbH & Co. KG,AT,CONSUMER DISCRETIONARY
SALIX Energy Delta Korlátolt Felelõ,HU,UTILITIES
SUBGROUP Tekhnolohiia Ahro,UA,CONSUMER STAPLES
FCC EKO DOO BEOGRAD,RS,INDUSTRIALS
FOCHISTA BELISCE D.O.O.,HR,MATERIALS
INTERKAPITAL VRIJEDNOSNI PAPIRI D.O,HR,NOT RELEVANT
RL-Mörby AB,SE,FINANCIALS
FUDTREID OOO,RU,MATERIALS
KIM-TEC DOO BEOGRAD,RS,INFORMATION TECHNOLOGY
VKR Holding A/S,DK,INDUSTRIALS
UDRUZENJE ZA ZASTITU ZIVOTINJA,BA,INDUSTRIALS
TEHNOPLAST DOO PRNJAVOR,BA,INDUSTRIALS
INTERFAX JSC,RU,INDUSTRIALS
SAVCHENKO OLEG SERGEEVICH (IP),RU,REAL ESTATE
MISMA PRO OOO,RU,CONSUMER STAPLES
TOP AGM DOO BANJA LUKA,BA,CONSUMER DISCRETIONARY
KADIU SHA,AL,CONSUMER DISCRETIONARY
SPECIAL SERVICE INTERNATIONAL SPOL,CZ,CONSUMER DISCRETIONARY
KORPORATSIYA MALKOM ZAO,RU,MATERIALS
Abfallservice Jüly GesmbH,AT,INDUSTRIALS
"FATRA IZOLFA, a.s.",SK,INDUSTRIALS
STRIDON-PROMET D.O.O.,HR,CONSUMER STAPLES
CONSOLIGHT COM SRL,RO,CONSUMER DISCRETIONARY
"SMART CORPORATION, s. r. o.",SK,INDUSTRIALS
VODOVOD I KANALIZACIJA AD BIJELJINA,BA,UTILITIES
Vega Austria GmbH,AT,INDUSTRIALS
PKT OOO,RU,INDUSTRIALS
"Stores inSPORTline SK, s. r. o.",SK,CONSUMER DISCRETIONARY
IMENI ILICHA OOO,RU,CONSUMER STAPLES
"Szeged, Kálvária tér 32. Társasház",HU,REAL ESTATE
HEATON K S,CZ,HEALTH CARE
Achleitner Biohof GmbH,AT,CONSUMER STAPLES
SUBGROUP SEV EN CESKA ENERGIE,CZ,UTILITIES
KAUFLAND CESKA REPUBLIKA V O S,CZ,CONSUMER STAPLES
KANOK MARTIN,CZ,NOT RELEVANT
GROUP STALKER-CONSULTING,RU,CONSUMER STAPLES
ROOMS GmbH,AT,CONSUMER DISCRETIONARY
EURO TEAM GB SPEDITION SRL,RO,INDUSTRIALS
JSC TXM,RU,INDUSTRIALS
Kukkonia s.r.o.,SK,CONSUMER STAPLES
SELCAR INTERNATIONAL SRL,RO,INDUSTRIALS
Prologis International Funding,DE,REAL ESTATE
DE DIETRICH S.A.S.,FR,INDUSTRIALS
MV-SISTEM CO. DOO BEOGRAD,RS,CONSUMER STAPLES
"MODULAR, s.r.o.",SK,INDUSTRIALS
"LIMITED LIABILITY COMPANY ""BLAGODA",UA,INDUSTRIALS
STOBA HOLDING GMBH CO KG,DE,INDUSTRIALS
HIMPROMPROEKT LLC,RU,MATERIALS
ARISMAT AUTO SERVICE SRL,RO,CONSUMER DISCRETIONARY
OOO TRUDARENDA,RU,INDUSTRIALS
JFP Personalservice k. s.,SK,INDUSTRIALS
OOO TD SOLNECHNYI,RU,CONSUMER STAPLES
FORMA IDEALE DOO KRAGUJEVAC,RS,CONSUMER DISCRETIONARY
XX GROUP S R O,CZ,REAL ESTATE
JCG Travel Korlátolt Felelõsségû Tá,HU,CONSUMER DISCRETIONARY
Group Fixit,DE,MATERIALS
PJSC KRASPHARMA,RU,HEALTH CARE
PZP KRAGUJEVAC DOO,RS,INDUSTRIALS
"SV Nerudova 940, HK",CZ,REAL ESTATE
ED&F Man Junior Finco,GB,CONSUMER STAPLES
DOBRYI KHOZYAIN OOO,RU,CONSUMER STAPLES
GK BIZNES PARTNER OOO,RU,CONSUMER STAPLES
OMNI Balance Zártkörûen Mûködõ Rész,HU,UTILITIES
Resida Immo GmbH,CH,REAL ESTATE
TOLA COMPANY DOO ZENICA,BA,INDUSTRIALS
OOO CHERNOMORBETON,RU,MATERIALS
GROUP Swiss,HU,HEALTH CARE
GRAFOBAL GROUP akciova spolocnost,SK,MATERIALS
ANTARES ROMANIA SRL,RO,CONSUMER DISCRETIONARY
LUCIUS DOO VITEZ,BA,INDUSTRIALS
CREATIVE FOOD MANAGEMENT S.R.L,RO,CONSUMER DISCRETIONARY
VEKTOR OOO,RU,MATERIALS
BESTERN Korlátolt Felelõsségû Társa,HU,REAL ESTATE
Vanguards Fashion Group Zártkörûen,HU,INDUSTRIALS
Smart Machines LLC,RU,CONSUMER STAPLES
BIO TECHNIC ROMANIA SRL,RO,CONSUMER DISCRETIONARY
VESTFROST Zrt.,HU,INDUSTRIALS
LaVINA Import Ltd.,RU,CONSUMER STAPLES
KOZÁK-TRANS Fuvarozó Korlátolt Fele,HU,INDUSTRIALS
MEDITECH SHPK,XK,HEALTH CARE
cafe+co Österreich Automaten-Cateri,AT,CONSUMER STAPLES
SUBGROUP PEKKANISKA RUS,RU,INDUSTRIALS
GROUP SALIC ,UA,CONSUMER STAPLES
LAVCEVIC D.D.,HR,INDUSTRIALS
ENERGIEALLIANZ Austria GmbH,AT,UTILITIES
"Zila Vladimir, Ing.",SK,INFORMATION TECHNOLOGY
AUTO PALACE BRNO S R O,CZ,CONSUMER DISCRETIONARY
FIOLINA OOO,RU,CONSUMER STAPLES
FELIX RENEWABLE HOLDINGS SRL,RO,UTILITIES
SV c.p. 2283,CZ,REAL ESTATE
LLC PROVENTUS,RU,CONSUMER DISCRETIONARY
"SPEA Olomouc, s. r. o.",CZ,HEALTH CARE
PRO-KER INVEST Kereskedelmi Kft.,HU,CONSUMER STAPLES
GROUP Global Forvarding,UA,INDUSTRIALS
GROUP WERTHEIM KONZERN,AT,INDUSTRIALS
VIENNA POINT A S,CZ,REAL ESTATE
AVI PROD GRUP SRL,RO,INDUSTRIALS
OÖ Landes-Kultur GmbH,AT,CONSUMER DISCRETIONARY
Snow Space Salzburg Bergbahnen AG,AT,INDUSTRIALS
GROUP Afito,UA,CONSUMER STAPLES
"Mutti, s.r.o.",SK,INDUSTRIALS
"Budapest, II. Bem rakpart 50.szám a",HU,REAL ESTATE
AHC SENIOR CENTRUM NOVÁ ROLE S.R.O.,CZ,HEALTH CARE
ALLWYN US HOLDING INC,US,INDUSTRIALS
"PAT ""Berezovytskyi kombinat",UA,MATERIALS
Katzbeck Green Energy Solution GmbH,AT,INDUSTRIALS
ATLAS MILLS SHPK,AL,CONSUMER STAPLES
BP Oil International Ltd.,GB,ENERGY
KOHOUT ALES,CZ,NOT RELEVANT
ROTOMETAL ALATI D.O.O. BEOGRAD,RS,INDUSTRIALS
"JY, s. r. o.",SK,INDUSTRIALS
STYROFINANCE A S,CZ,INDUSTRIALS
GAMA OCEL SPOL S R O,CZ,INDUSTRIALS
REING Ingatlanhasznosító és Kereske,HU,CONSUMER DISCRETIONARY
"Compass, s.r.o.",SK,INDUSTRIALS
Gatto Family s. r. o.,SK,CONSUMER DISCRETIONARY
YIMOR DOO DOMALJEVAC,BA,CONSUMER STAPLES
Pingvin Békés Gyógyszerészeti Zrt.,HU,CONSUMER STAPLES
"Vranovska nemocnica, a.s.",SK,HEALTH CARE
"TOV VKP ""K.I.T. Ltd""",UA,CONSUMER STAPLES
PHARMAROLL Gyógyszerkiskereskedelmi,HU,CONSUMER STAPLES
Group Passer Radim,CZ,REAL ESTATE
Group Expleo,FR,INDUSTRIALS
AUDIO PARTNER S R O,CZ,CONSUMER DISCRETIONARY
ROZTEKH 27 OOO,RU,CONSUMER STAPLES
Uniform Építõipari és Szolgáltató K,HU,NOT RELEVANT
SPISÁK Szolgáltató Kft.,HU,NOT RELEVANT
GROUP ALUFIX,AT,MATERIALS
RIJEKA GATEWAY D.O.O.,HR,INDUSTRIALS
Group Viterra,GB,CONSUMER STAPLES
Azelis Finance N.V.,BE,MATERIALS
Group Jerich,AT,NOT RELEVANT
"Diversified Retail Company, a.s.",SK,FINANCIALS
MOSFRAKHT OOO,RU,NOT RELEVANT
ZuklinBus GmbH,AT,NOT RELEVANT
DRVNA IDUSTRIJA VUKELIC AD ALEKSAND,BA,NOT RELEVANT
Resonator Vallalkozasi es Kereskede,HU,INDUSTRIALS
BIC (Austria) Vertriebsgesellschaft,AT,CONSUMER STAPLES
JOS TIMBER S.R.O.,CZ,NOT RELEVANT
RODA PLUS SRL,RO,NOT RELEVANT
INTERMED TRADE CONSTRUCT SRL,RO,NOT RELEVANT
"ZORAN SEKULIC, ZIS INFORMATICKI OBR",HR,NOT RELEVANT
AMADEUS IT GROUP S.A.,ES,NOT RELEVANT
KISPATAK -2000 KERESKEDELMI KFT,HU,NOT RELEVANT
BARR LABORATORIES EUROPE B.V.,NL,NOT RELEVANT
U C H A S V LIKVIDACI,CZ,NOT RELEVANT
PHOENIX CAPITIS D.O.O.,HR,NOT RELEVANT
Johannes Beese GmbH & Co Berlin Ver,DE,NOT RELEVANT
PROMOTERM MUNTENIA SRL,RO,NOT RELEVANT
SCHOOLINVEST S.R.O. V LIKVIDACI,CZ,NOT RELEVANT
NASOSY PNITI OOO,RU,INDUSTRIALS
ONE2PLAY MALOPRODAJA D.O.O.,HR,CONSUMER DISCRETIONARY
GROUP RAVEN RUSSIA LIMITED,RU,FINANCIALS
"TOV ""Efi-Ahro""",UA,CONSUMER STAPLES
VRTNÝ A GEOLOGICKÝ PRUZKUM S.R.O.,CZ,INDUSTRIALS
BACKALDRIN INTERNATIONAL THE KORN,AT,CONSUMER STAPLES
GROUP TIA MOBITELI,HR,CONSUMER DISCRETIONARY
Group Hauser,AT,CONSUMER STAPLES
THYSSENKRUPP MATERIALS TRADING EMEA,DE,MATERIALS
PLODOPITOMNICHESKII SOVKHOZ TIMIR,RU,CONSUMER STAPLES
Frikus Friedrich Kraftwagentranspor,AT,INDUSTRIALS
PREMISA D.O.O.,HR,CONSUMER DISCRETIONARY
"FARMKER MEZÖGAZDASÁGI TERMELÖ, KERE",HU,MATERIALS
VENTILE FITTINGS PRAHA SPOL S R O,CZ,INDUSTRIALS
